method,noise_mult,pi_s,huber_k,repeat,value
rftl_s,2,0.2,3.0,15,0.06518051705498376
rftl_s,2,0.2,3.0,16,0.0535555012171468
rftl_s,2,0.2,3.0,17,0.06713011112394612
rftl_s,2,0.2,3.0,18,0.0904331672740918
rftl_s,2,0.2,3.0,19,0.07114079318366288
rftl_s,2,0.2,3.0,20,0.07757834901639499
rftl_s,2,0.2,3.0,21,0.0845735332701305
rftl_s,2,0.2,3.0,22,0.04713328118681175
rftl_s,2,0.2,3.0,23,0.05299895124488764
rftl_s,2,0.2,3.0,24,0.0735568437211787
rftl_s,2,0.2,3.0,25,0.04309960490659826
rftl_s,2,0.2,3.0,26,0.08299481685704897
rftl_s,2,0.2,3.0,27,0.07886194715663727
rftl_s,2,0.2,3.0,28,0.05084309697708459
rftl_s,2,0.2,3.0,29,0.07098367453562246
rftl_s,2,0.2,3.0,30,0.05824186736994742
rftl_s,2,0.2,3.0,31,0.05358966811664147
rftl_s,2,0.2,3.0,32,0.04941835713919513
rftl_s,2,0.2,3.0,33,0.0642133813067243
rftl_s,2,0.2,3.0,34,0.07955488528677454
rftl_s,2,0.2,3.0,35,0.0690224375857474
rftl_s,2,0.2,3.0,36,0.05097719625314962
rftl_s,2,0.2,3.0,37,0.04021583025918387
rftl_s,2,0.2,3.0,38,0.052156437150742155
rftl_s,2,0.2,3.0,39,0.05635867014451876
rftl_s,2,0.2,3.0,40,0.069484021405868
rftl_s,2,0.2,3.0,41,0.06842340622204497
rftl_s,2,0.2,3.0,42,0.07739852160307521
rftl_s,2,0.2,3.0,43,0.05808259252365889
rftl_s,2,0.2,3.0,44,0.04695580456744684
rftl_s,2,0.2,3.0,45,0.07959517349916496
rftl_s,2,0.2,3.0,46,0.09676687202644493
rftl_s,2,0.2,3.0,47,0.07405907539755603
rftl_s,2,0.2,3.0,48,0.06378686137721502
rftl_s,2,0.2,3.0,49,0.05585591632507976
baseline,2,0.3,,0,0.10636760207794246
baseline,2,0.3,,1,0.07439186996548042
baseline,2,0.3,,2,0.060126614537908414
baseline,2,0.3,,3,0.044708112644211345
baseline,2,0.3,,4,0.0528165841119766
baseline,2,0.3,,5,0.06805111124070806
baseline,2,0.3,,6,0.07163265092987638
baseline,2,0.3,,7,0.04250369596359543
baseline,2,0.3,,8,0.07795297870251
baseline,2,0.3,,9,0.08423434490184253
baseline,2,0.3,,10,0.09819881478309338
baseline,2,0.3,,11,0.10251386257272584
baseline,2,0.3,,12,0.05426188569935167
baseline,2,0.3,,13,0.07720383557729
baseline,2,0.3,,14,0.06467818473004723
baseline,2,0.3,,15,0.05487546350906439
baseline,2,0.3,,16,0.06801192403081724
baseline,2,0.3,,17,0.06567424288319453
baseline,2,0.3,,18,0.06868190819914015
baseline,2,0.3,,19,0.049192973850575514
baseline,2,0.3,,20,0.08912953411875793
baseline,2,0.3,,21,0.08865713937912773
baseline,2,0.3,,22,0.06334176168572417
baseline,2,0.3,,23,0.04322907517912307
baseline,2,0.3,,24,0.05830527348222232
baseline,2,0.3,,25,0.07835862196319564
baseline,2,0.3,,26,0.03953270243043159
baseline,2,0.3,,27,0.05103464095127428
baseline,2,0.3,,28,0.07448970108539145
baseline,2,0.3,,29,0.07570711893444768
baseline,2,0.3,,30,0.05214902516620592
baseline,2,0.3,,31,0.06003523544937132
baseline,2,0.3,,32,0.07525769059812079
baseline,2,0.3,,33,0.0716032663255198
baseline,2,0.3,,34,0.06669628415339261
baseline,2,0.3,,35,0.06995565929812647
baseline,2,0.3,,36,0.04331795659894998
baseline,2,0.3,,37,0.04869231367897467
baseline,2,0.3,,38,0.047566842514473955
baseline,2,0.3,,39,0.0807153675287013
baseline,2,0.3,,40,0.09444416641361716
baseline,2,0.3,,41,0.07272489065976641
baseline,2,0.3,,42,0.057508841993549595
baseline,2,0.3,,43,0.04328538085097558
baseline,2,0.3,,44,0.06025769618018342
baseline,2,0.3,,45,0.04362135794579436
baseline,2,0.3,,46,0.08131901479189922
baseline,2,0.3,,47,0.06970617587162489
baseline,2,0.3,,48,0.07997222463246298
baseline,2,0.3,,49,0.07237788607624276
rftl_s_prec,2,0.3,1.0,0,0.6222222222222222
rftl_s_prec,2,0.3,1.0,1,0.6222222222222222
rftl_s_prec,2,0.3,1.0,2,0.6222222222222222
rftl_s_prec,2,0.3,1.0,3,0.6222222222222222
rftl_s_prec,2,0.3,1.0,4,0.6222222222222222
rftl_s_prec,2,0.3,1.0,5,0.6222222222222222
rftl_s_prec,2,0.3,1.0,6,0.6222222222222222
rftl_s_prec,2,0.3,1.0,7,0.6222222222222222
rftl_s_prec,2,0.3,1.0,8,0.6222222222222222
rftl_s_prec,2,0.3,1.0,9,0.6222222222222222
rftl_s_prec,2,0.3,1.0,10,0.6222222222222222
rftl_s_prec,2,0.3,1.0,11,0.6222222222222222
rftl_s_prec,2,0.3,1.0,12,0.6222222222222222
rftl_s_prec,2,0.3,1.0,13,0.6222222222222222
rftl_s_prec,2,0.3,1.0,14,0.6222222222222222
rftl_s_prec,2,0.3,1.0,15,0.6222222222222222
rftl_s_prec,2,0.3,1.0,16,0.6222222222222222
rftl_s_prec,2,0.3,1.0,17,0.6222222222222222
rftl_s_prec,2,0.3,1.0,18,0.6222222222222222
rftl_s_prec,2,0.3,1.0,19,0.6222222222222222
rftl_s_prec,2,0.3,1.0,20,0.6222222222222222
rftl_s_prec,2,0.3,1.0,21,0.6222222222222222
rftl_s_prec,2,0.3,1.0,22,0.6222222222222222
rftl_s_prec,2,0.3,1.0,23,0.6222222222222222
rftl_s_prec,2,0.3,1.0,24,0.6222222222222222
rftl_s_prec,2,0.3,1.0,25,0.6222222222222222
rftl_s_prec,2,0.3,1.0,26,0.6222222222222222
rftl_s_prec,2,0.3,1.0,27,0.6222222222222222
rftl_s_prec,2,0.3,1.0,28,0.6222222222222222
rftl_s_prec,2,0.3,1.0,29,0.6222222222222222
rftl_s_prec,2,0.3,1.0,30,0.6222222222222222
rftl_s_prec,2,0.3,1.0,31,0.6222222222222222
rftl_s_prec,2,0.3,1.0,32,0.6222222222222222
rftl_s_prec,2,0.3,1.0,33,0.6222222222222222
rftl_s_prec,2,0.3,1.0,34,0.6222222222222222
rftl_s_prec,2,0.3,1.0,35,0.6222222222222222
rftl_s_prec,2,0.3,1.0,36,0.6222222222222222
rftl_s_prec,2,0.3,1.0,37,0.6222222222222222
rftl_s_prec,2,0.3,1.0,38,0.6222222222222222
rftl_s_prec,2,0.3,1.0,39,0.6222222222222222
rftl_s_prec,2,0.3,1.0,40,0.6222222222222222
rftl_s_prec,2,0.3,1.0,41,0.6222222222222222
rftl_s_prec,2,0.3,1.0,42,0.6222222222222222
rftl_s_prec,2,0.3,1.0,43,0.6222222222222222
rftl_s_prec,2,0.3,1.0,44,0.6222222222222222
rftl_s_prec,2,0.3,1.0,45,0.6222222222222222
rftl_s_prec,2,0.3,1.0,46,0.6222222222222222
rftl_s_prec,2,0.3,1.0,47,0.6222222222222222
rftl_s_prec,2,0.3,1.0,48,0.6222222222222222
rftl_s_prec,2,0.3,1.0,49,0.6222222222222222
rftl_s_rec,2,0.3,1.0,0,1.0
rftl_s_rec,2,0.3,1.0,1,1.0
rftl_s_rec,2,0.3,1.0,2,1.0
rftl_s_rec,2,0.3,1.0,3,1.0
rftl_s_rec,2,0.3,1.0,4,1.0
rftl_s_rec,2,0.3,1.0,5,1.0
rftl_s_rec,2,0.3,1.0,6,1.0
rftl_s_rec,2,0.3,1.0,7,1.0
rftl_s_rec,2,0.3,1.0,8,1.0
rftl_s_rec,2,0.3,1.0,9,1.0
rftl_s_rec,2,0.3,1.0,10,1.0
rftl_s_rec,2,0.3,1.0,11,1.0
rftl_s_rec,2,0.3,1.0,12,1.0
rftl_s_rec,2,0.3,1.0,13,1.0
rftl_s_rec,2,0.3,1.0,14,1.0
rftl_s_rec,2,0.3,1.0,15,1.0
rftl_s_rec,2,0.3,1.0,16,1.0
rftl_s_rec,2,0.3,1.0,17,1.0
rftl_s_rec,2,0.3,1.0,18,1.0
rftl_s_rec,2,0.3,1.0,19,1.0
rftl_s_rec,2,0.3,1.0,20,1.0
rftl_s_rec,2,0.3,1.0,21,1.0
rftl_s_rec,2,0.3,1.0,22,1.0
rftl_s_rec,2,0.3,1.0,23,1.0
rftl_s_rec,2,0.3,1.0,24,1.0
rftl_s_rec,2,0.3,1.0,25,1.0
rftl_s_rec,2,0.3,1.0,26,1.0
rftl_s_rec,2,0.3,1.0,27,1.0
rftl_s_rec,2,0.3,1.0,28,1.0
rftl_s_rec,2,0.3,1.0,29,1.0
rftl_s_rec,2,0.3,1.0,30,1.0
rftl_s_rec,2,0.3,1.0,31,1.0
rftl_s_rec,2,0.3,1.0,32,1.0
rftl_s_rec,2,0.3,1.0,33,1.0
rftl_s_rec,2,0.3,1.0,34,1.0
rftl_s_rec,2,0.3,1.0,35,1.0
rftl_s_rec,2,0.3,1.0,36,1.0
rftl_s_rec,2,0.3,1.0,37,1.0
rftl_s_rec,2,0.3,1.0,38,1.0
rftl_s_rec,2,0.3,1.0,39,1.0
rftl_s_rec,2,0.3,1.0,40,1.0
rftl_s_rec,2,0.3,1.0,41,1.0
rftl_s_rec,2,0.3,1.0,42,1.0
rftl_s_rec,2,0.3,1.0,43,1.0
rftl_s_rec,2,0.3,1.0,44,1.0
rftl_s_rec,2,0.3,1.0,45,1.0
rftl_s_rec,2,0.3,1.0,46,1.0
rftl_s_rec,2,0.3,1.0,47,1.0
rftl_s_rec,2,0.3,1.0,48,1.0
rftl_s_rec,2,0.3,1.0,49,1.0
rftl_s,2,0.3,1.0,0,0.04079897605465196
rftl_s,2,0.3,1.0,1,0.06391154266426621
rftl_s,2,0.3,1.0,2,0.07590528164084827
rftl_s,2,0.3,1.0,3,0.07804142202324967
rftl_s,2,0.3,1.0,4,0.06937489705397544
rftl_s,2,0.3,1.0,5,0.07590155901955425
rftl_s,2,0.3,1.0,6,0.04940341122633085
rftl_s,2,0.3,1.0,7,0.07120154209406328
rftl_s,2,0.3,1.0,8,0.05152444347473607
rftl_s,2,0.3,1.0,9,0.04694582562271989
rftl_s,2,0.3,1.0,10,0.07359141146726707
rftl_s,2,0.3,1.0,11,0.04562072967685468
rftl_s,2,0.3,1.0,12,0.05072257371629033
rftl_s,2,0.3,1.0,13,0.069706242323006
rftl_s,2,0.3,1.0,14,0.04975521033876096
rftl_s,2,0.3,1.0,15,0.08163080453373363
rftl_s,2,0.3,1.0,16,0.04905887201512866
rftl_s,2,0.3,1.0,17,0.09064636661172565
rftl_s,2,0.3,1.0,18,0.05392950493203685
rftl_s,2,0.3,1.0,19,0.06336558213414889
rftl_s,2,0.3,1.0,20,0.11629246834174682
rftl_s,2,0.3,1.0,21,0.05590564156605109
rftl_s,2,0.3,1.0,22,0.0544084410918619
rftl_s,2,0.3,1.0,23,0.07815126836569308
rftl_s,2,0.3,1.0,24,0.056615967553288106
rftl_s,2,0.3,1.0,25,0.0518863939579712
rftl_s,2,0.3,1.0,26,0.07077539263155325
rftl_s,2,0.3,1.0,27,0.08711404960643163
rftl_s,2,0.3,1.0,28,0.07279188901511638
rftl_s,2,0.3,1.0,29,0.06946258168881458
rftl_s,2,0.3,1.0,30,0.07812204563507574
rftl_s,2,0.3,1.0,31,0.06171673401605737
rftl_s,2,0.3,1.0,32,0.06670451303932758
rftl_s,2,0.3,1.0,33,0.06994021317620937
rftl_s,2,0.3,1.0,34,0.07113006076238153
rftl_s,2,0.3,1.0,35,0.0738114945722454
rftl_s,2,0.3,1.0,36,0.05664208615178242
rftl_s,2,0.3,1.0,37,0.08428229655161522
rftl_s,2,0.3,1.0,38,0.0642030645975843
rftl_s,2,0.3,1.0,39,0.0662805851965585
rftl_s,2,0.3,1.0,40,0.0540134826154365
rftl_s,2,0.3,1.0,41,0.07840299068370982
rftl_s,2,0.3,1.0,42,0.05364727028913755
rftl_s,2,0.3,1.0,43,0.05704514391535986
rftl_s,2,0.3,1.0,44,0.05705307819046671
rftl_s,2,0.3,1.0,45,0.06828815530287118
rftl_s,2,0.3,1.0,46,0.04220189335427219
rftl_s,2,0.3,1.0,47,0.08112011465335306
rftl_s,2,0.3,1.0,48,0.062023742967929875
rftl_s,2,0.3,1.0,49,0.07292309423209603
rftl_s_prec,2,0.3,1.345,0,0.7567567567567568
rftl_s_prec,2,0.3,1.345,1,0.8235294117647058
rftl_s_prec,2,0.3,1.345,2,0.7777777777777778
rftl_s_prec,2,0.3,1.345,3,0.875
rftl_s_prec,2,0.3,1.345,4,0.8
rftl_s_prec,2,0.3,1.345,5,0.9333333333333333
rftl_s_prec,2,0.3,1.345,6,0.8
rftl_s_prec,2,0.3,1.345,7,0.9032258064516129
rftl_s_prec,2,0.3,1.345,8,0.8
rftl_s_prec,2,0.3,1.345,9,0.717948717948718
rftl_s_prec,2,0.3,1.345,10,0.7777777777777778
rftl_s_prec,2,0.3,1.345,11,0.6666666666666666
rftl_s_prec,2,0.3,1.345,12,0.8484848484848485
rftl_s_prec,2,0.3,1.345,13,0.7368421052631579
rftl_s_prec,2,0.3,1.345,14,0.9333333333333333
rftl_s_prec,2,0.3,1.345,15,0.8235294117647058
rftl_s_prec,2,0.3,1.345,16,0.717948717948718
rftl_s_prec,2,0.3,1.345,17,0.6666666666666666
rftl_s_prec,2,0.3,1.345,18,0.717948717948718
rftl_s_prec,2,0.3,1.345,19,0.8
rftl_s_prec,2,0.3,1.345,20,0.8235294117647058
rftl_s_prec,2,0.3,1.345,21,0.8
rftl_s_prec,2,0.3,1.345,22,0.8484848484848485
rftl_s_prec,2,0.3,1.345,23,0.7777777777777778
rftl_s_prec,2,0.3,1.345,24,0.875
rftl_s_prec,2,0.3,1.345,25,0.6511627906976745
rftl_s_prec,2,0.3,1.345,26,0.8484848484848485
rftl_s_prec,2,0.3,1.345,27,0.9333333333333333
rftl_s_prec,2,0.3,1.345,28,0.7
rftl_s_prec,2,0.3,1.345,29,0.9655172413793104
rftl_s_prec,2,0.3,1.345,30,0.8
rftl_s_prec,2,0.3,1.345,31,0.8484848484848485
rftl_s_prec,2,0.3,1.345,32,0.875
rftl_s_prec,2,0.3,1.345,33,0.9333333333333333
rftl_s_prec,2,0.3,1.345,34,0.7
rftl_s_prec,2,0.3,1.345,35,0.7368421052631579
rftl_s_prec,2,0.3,1.345,36,0.9032258064516129
rftl_s_prec,2,0.3,1.345,37,0.8
rftl_s_prec,2,0.3,1.345,38,0.9032258064516129
rftl_s_prec,2,0.3,1.345,39,0.7567567567567568
rftl_s_prec,2,0.3,1.345,40,0.8484848484848485
rftl_s_prec,2,0.3,1.345,41,0.8235294117647058
rftl_s_prec,2,0.3,1.345,42,0.875
rftl_s_prec,2,0.3,1.345,43,0.8
rftl_s_prec,2,0.3,1.345,44,0.8235294117647058
rftl_s_prec,2,0.3,1.345,45,0.6666666666666666
rftl_s_prec,2,0.3,1.345,46,0.9655172413793104
rftl_s_prec,2,0.3,1.345,47,0.6829268292682927
rftl_s_prec,2,0.3,1.345,48,0.9032258064516129
rftl_s_prec,2,0.3,1.345,49,0.8
rftl_s_rec,2,0.3,1.345,0,1.0
rftl_s_rec,2,0.3,1.345,1,1.0
rftl_s_rec,2,0.3,1.345,2,1.0
rftl_s_rec,2,0.3,1.345,3,1.0
rftl_s_rec,2,0.3,1.345,4,1.0
rftl_s_rec,2,0.3,1.345,5,1.0
rftl_s_rec,2,0.3,1.345,6,1.0
rftl_s_rec,2,0.3,1.345,7,1.0
rftl_s_rec,2,0.3,1.345,8,1.0
rftl_s_rec,2,0.3,1.345,9,1.0
rftl_s_rec,2,0.3,1.345,10,1.0
rftl_s_rec,2,0.3,1.345,11,1.0
rftl_s_rec,2,0.3,1.345,12,1.0
rftl_s_rec,2,0.3,1.345,13,1.0
rftl_s_rec,2,0.3,1.345,14,1.0
rftl_s_rec,2,0.3,1.345,15,1.0
rftl_s_rec,2,0.3,1.345,16,1.0
rftl_s_rec,2,0.3,1.345,17,1.0
rftl_s_rec,2,0.3,1.345,18,1.0
rftl_s_rec,2,0.3,1.345,19,1.0
rftl_s_rec,2,0.3,1.345,20,1.0
rftl_s_rec,2,0.3,1.345,21,1.0
rftl_s_rec,2,0.3,1.345,22,1.0
rftl_s_rec,2,0.3,1.345,23,1.0
rftl_s_rec,2,0.3,1.345,24,1.0
rftl_s_rec,2,0.3,1.345,25,1.0
rftl_s_rec,2,0.3,1.345,26,1.0
rftl_s_rec,2,0.3,1.345,27,1.0
rftl_s_rec,2,0.3,1.345,28,1.0
rftl_s_rec,2,0.3,1.345,29,1.0
rftl_s_rec,2,0.3,1.345,30,1.0
rftl_s_rec,2,0.3,1.345,31,1.0
rftl_s_rec,2,0.3,1.345,32,1.0
rftl_s_rec,2,0.3,1.345,33,1.0
rftl_s_rec,2,0.3,1.345,34,1.0
rftl_s_rec,2,0.3,1.345,35,1.0
rftl_s_rec,2,0.3,1.345,36,1.0
rftl_s_rec,2,0.3,1.345,37,1.0
rftl_s_rec,2,0.3,1.345,38,1.0
rftl_s_rec,2,0.3,1.345,39,1.0
rftl_s_rec,2,0.3,1.345,40,1.0
rftl_s_rec,2,0.3,1.345,41,1.0
rftl_s_rec,2,0.3,1.345,42,1.0
rftl_s_rec,2,0.3,1.345,43,1.0
rftl_s_rec,2,0.3,1.345,44,1.0
rftl_s_rec,2,0.3,1.345,45,1.0
rftl_s_rec,2,0.3,1.345,46,1.0
rftl_s_rec,2,0.3,1.345,47,1.0
rftl_s_rec,2,0.3,1.345,48,1.0
rftl_s_rec,2,0.3,1.345,49,1.0
rftl_s,2,0.3,1.345,0,0.056028712976380325
rftl_s,2,0.3,1.345,1,0.09982328093933882
rftl_s,2,0.3,1.345,2,0.07033488474361872
rftl_s,2,0.3,1.345,3,0.06858756497494659
rftl_s,2,0.3,1.345,4,0.07097078118628654
rftl_s,2,0.3,1.345,5,0.07637880973425513
rftl_s,2,0.3,1.345,6,0.041574312870448625
rftl_s,2,0.3,1.345,7,0.0481366875086537
rftl_s,2,0.3,1.345,8,0.07892755323429411
rftl_s,2,0.3,1.345,9,0.08541854540078966
rftl_s,2,0.3,1.345,10,0.06160000409113946
rftl_s,2,0.3,1.345,11,0.04892088460854786
rftl_s,2,0.3,1.345,12,0.06177669768887083
rftl_s,2,0.3,1.345,13,0.06613061933603497
rftl_s,2,0.3,1.345,14,0.044490712662222785
rftl_s,2,0.3,1.345,15,0.0839514184698756
rftl_s,2,0.3,1.345,16,0.0682550924169675
rftl_s,2,0.3,1.345,17,0.07176754632153877
rftl_s,2,0.3,1.345,18,0.05301606371099454
rftl_s,2,0.3,1.345,19,0.0718040170042518
rftl_s,2,0.3,1.345,20,0.060288945388176814
rftl_s,2,0.3,1.345,21,0.07722355989264076
rftl_s,2,0.3,1.345,22,0.041490783205271324
rftl_s,2,0.3,1.345,23,0.07517700686314456
rftl_s,2,0.3,1.345,24,0.05809833709941657
rftl_s,2,0.3,1.345,25,0.07750509429086115
rftl_s,2,0.3,1.345,26,0.07785572511768343
rftl_s,2,0.3,1.345,27,0.08325294897777642
rftl_s,2,0.3,1.345,28,0.060903452916995296
rftl_s,2,0.3,1.345,29,0.04165825137675843
rftl_s,2,0.3,1.345,30,0.07667178588496011
rftl_s,2,0.3,1.345,31,0.06705492748493468
rftl_s,2,0.3,1.345,32,0.07289215634708753
rftl_s,2,0.3,1.345,33,0.07595659958463136
rftl_s,2,0.3,1.345,34,0.06540211910797464
rftl_s,2,0.3,1.345,35,0.07668267735496598
rftl_s,2,0.3,1.345,36,0.06343223275946555
rftl_s,2,0.3,1.345,37,0.06072536205560484
rftl_s,2,0.3,1.345,38,0.06264724314273142
rftl_s,2,0.3,1.345,39,0.06866333890174549
rftl_s,2,0.3,1.345,40,0.08776137262992541
rftl_s,2,0.3,1.345,41,0.05146107012595284
rftl_s,2,0.3,1.345,42,0.06262078910235853
rftl_s,2,0.3,1.345,43,0.05615202753918174
rftl_s,2,0.3,1.345,44,0.08036533540057565
rftl_s,2,0.3,1.345,45,0.050678764993516943
rftl_s,2,0.3,1.345,46,0.094203672438272
rftl_s,2,0.3,1.345,47,0.08167436992072742
rftl_s,2,0.3,1.345,48,0.07587122158991313
rftl_s,2,0.3,1.345,49,0.06601227782041735
rftl_s_prec,2,0.3,2.0,0,1.0
rftl_s_prec,2,0.3,2.0,1,1.0
rftl_s_prec,2,0.3,2.0,2,1.0
rftl_s_prec,2,0.3,2.0,3,1.0
rftl_s_prec,2,0.3,2.0,4,1.0
rftl_s_prec,2,0.3,2.0,5,1.0
rftl_s_prec,2,0.3,2.0,6,1.0
rftl_s_prec,2,0.3,2.0,7,1.0
rftl_s_prec,2,0.3,2.0,8,1.0
rftl_s_prec,2,0.3,2.0,9,1.0
rftl_s_prec,2,0.3,2.0,10,1.0
rftl_s_prec,2,0.3,2.0,11,1.0
rftl_s_prec,2,0.3,2.0,12,1.0
rftl_s_prec,2,0.3,2.0,13,1.0
rftl_s_prec,2,0.3,2.0,14,1.0
rftl_s_prec,2,0.3,2.0,15,1.0
rftl_s_prec,2,0.3,2.0,16,1.0
rftl_s_prec,2,0.3,2.0,17,0.9655172413793104
rftl_s_prec,2,0.3,2.0,18,1.0
rftl_s_prec,2,0.3,2.0,19,1.0
rftl_s_prec,2,0.3,2.0,20,1.0
rftl_s_prec,2,0.3,2.0,21,1.0
rftl_s_prec,2,0.3,2.0,22,1.0
rftl_s_prec,2,0.3,2.0,23,1.0
rftl_s_prec,2,0.3,2.0,24,1.0
rftl_s_prec,2,0.3,2.0,25,1.0
rftl_s_prec,2,0.3,2.0,26,1.0
rftl_s_prec,2,0.3,2.0,27,1.0
rftl_s_prec,2,0.3,2.0,28,1.0
rftl_s_prec,2,0.3,2.0,29,1.0
rftl_s_prec,2,0.3,2.0,30,1.0
rftl_s_prec,2,0.3,2.0,31,1.0
rftl_s_prec,2,0.3,2.0,32,1.0
rftl_s_prec,2,0.3,2.0,33,1.0
rftl_s_prec,2,0.3,2.0,34,1.0
rftl_s_prec,2,0.3,2.0,35,1.0
rftl_s_prec,2,0.3,2.0,36,1.0
rftl_s_prec,2,0.3,2.0,37,1.0
rftl_s_prec,2,0.3,2.0,38,1.0
rftl_s_prec,2,0.3,2.0,39,1.0
rftl_s_prec,2,0.3,2.0,40,1.0
rftl_s_prec,2,0.3,2.0,41,1.0
rftl_s_prec,2,0.3,2.0,42,1.0
rftl_s_prec,2,0.3,2.0,43,1.0
rftl_s_prec,2,0.3,2.0,44,1.0
rftl_s_prec,2,0.3,2.0,45,1.0
rftl_s_prec,2,0.3,2.0,46,1.0
rftl_s_prec,2,0.3,2.0,47,1.0
rftl_s_prec,2,0.3,2.0,48,1.0
rftl_s_prec,2,0.3,2.0,49,1.0
rftl_s_rec,2,0.3,2.0,0,1.0
rftl_s_rec,2,0.3,2.0,1,1.0
rftl_s_rec,2,0.3,2.0,2,1.0
rftl_s_rec,2,0.3,2.0,3,1.0
rftl_s_rec,2,0.3,2.0,4,1.0
rftl_s_rec,2,0.3,2.0,5,1.0
rftl_s_rec,2,0.3,2.0,6,1.0
rftl_s_rec,2,0.3,2.0,7,1.0
rftl_s_rec,2,0.3,2.0,8,1.0
rftl_s_rec,2,0.3,2.0,9,1.0
rftl_s_rec,2,0.3,2.0,10,1.0
rftl_s_rec,2,0.3,2.0,11,1.0
rftl_s_rec,2,0.3,2.0,12,1.0
rftl_s_rec,2,0.3,2.0,13,1.0
rftl_s_rec,2,0.3,2.0,14,1.0
rftl_s_rec,2,0.3,2.0,15,1.0
rftl_s_rec,2,0.3,2.0,16,1.0
rftl_s_rec,2,0.3,2.0,17,1.0
rftl_s_rec,2,0.3,2.0,18,1.0
rftl_s_rec,2,0.3,2.0,19,1.0
rftl_s_rec,2,0.3,2.0,20,1.0
rftl_s_rec,2,0.3,2.0,21,1.0
rftl_s_rec,2,0.3,2.0,22,1.0
rftl_s_rec,2,0.3,2.0,23,1.0
rftl_s_rec,2,0.3,2.0,24,1.0
rftl_s_rec,2,0.3,2.0,25,1.0
rftl_s_rec,2,0.3,2.0,26,1.0
rftl_s_rec,2,0.3,2.0,27,1.0
rftl_s_rec,2,0.3,2.0,28,1.0
rftl_s_rec,2,0.3,2.0,29,1.0
rftl_s_rec,2,0.3,2.0,30,1.0
rftl_s_rec,2,0.3,2.0,31,1.0
rftl_s_rec,2,0.3,2.0,32,1.0
rftl_s_rec,2,0.3,2.0,33,1.0
rftl_s_rec,2,0.3,2.0,34,1.0
rftl_s_rec,2,0.3,2.0,35,1.0
rftl_s_rec,2,0.3,2.0,36,1.0
rftl_s_rec,2,0.3,2.0,37,1.0
rftl_s_rec,2,0.3,2.0,38,1.0
rftl_s_rec,2,0.3,2.0,39,1.0
rftl_s_rec,2,0.3,2.0,40,1.0
rftl_s_rec,2,0.3,2.0,41,1.0
rftl_s_rec,2,0.3,2.0,42,1.0
rftl_s_rec,2,0.3,2.0,43,1.0
rftl_s_rec,2,0.3,2.0,44,1.0
rftl_s_rec,2,0.3,2.0,45,1.0
rftl_s_rec,2,0.3,2.0,46,1.0
rftl_s_rec,2,0.3,2.0,47,1.0
rftl_s_rec,2,0.3,2.0,48,1.0
rftl_s_rec,2,0.3,2.0,49,1.0
rftl_s,2,0.3,2.0,0,0.0389004489263048
rftl_s,2,0.3,2.0,1,0.05442970888533868
rftl_s,2,0.3,2.0,2,0.06064875762908596
rftl_s,2,0.3,2.0,3,0.057188441046892975
rftl_s,2,0.3,2.0,4,0.055900621427007184
rftl_s,2,0.3,2.0,5,0.04409049906357661
rftl_s,2,0.3,2.0,6,0.0655625603722605
rftl_s,2,0.3,2.0,7,0.07689948120826035
rftl_s,2,0.3,2.0,8,0.04647303354025026
rftl_s,2,0.3,2.0,9,0.07519470038470051
rftl_s,2,0.3,2.0,10,0.07344483097151011
rftl_s,2,0.3,2.0,11,0.07897145129004793
rftl_s,2,0.3,2.0,12,0.04473542096907914
rftl_s,2,0.3,2.0,13,0.0847843483435123
rftl_s,2,0.3,2.0,14,0.05364234924720234
rftl_s,2,0.3,2.0,15,0.07501827836489695
rftl_s,2,0.3,2.0,16,0.05825972059285136
rftl_s,2,0.3,2.0,17,0.09587240948123972
rftl_s,2,0.3,2.0,18,0.05175447159275129
rftl_s,2,0.3,2.0,19,0.10801550936618515
rftl_s,2,0.3,2.0,20,0.0801792975927657
rftl_s,2,0.3,2.0,21,0.08848250418120002
rftl_s,2,0.3,2.0,22,0.060897339221674555
rftl_s,2,0.3,2.0,23,0.054042238737257296
rftl_s,2,0.3,2.0,24,0.07954947802306923
rftl_s,2,0.3,2.0,25,0.06699740639565385
rftl_s,2,0.3,2.0,26,0.08783695464020289
rftl_s,2,0.3,2.0,27,0.07979669682671107
rftl_s,2,0.3,2.0,28,0.04370569221885033
rftl_s,2,0.3,2.0,29,0.06096801777057489
rftl_s,2,0.3,2.0,30,0.0728490665867536
rftl_s,2,0.3,2.0,31,0.06902247860229074
rftl_s,2,0.3,2.0,32,0.06089965397883087
rftl_s,2,0.3,2.0,33,0.08925018114275726
rftl_s,2,0.3,2.0,34,0.06687440198751925
rftl_s,2,0.3,2.0,35,0.0875081429901307
rftl_s,2,0.3,2.0,36,0.06891582576381378
rftl_s,2,0.3,2.0,37,0.04379175391731774
rftl_s,2,0.3,2.0,38,0.09940513172444057
rftl_s,2,0.3,2.0,39,0.06265313290501572
rftl_s,2,0.3,2.0,40,0.04969571496462926
rftl_s,2,0.3,2.0,41,0.049651493399685505
rftl_s,2,0.3,2.0,42,0.08186087897517527
rftl_s,2,0.3,2.0,43,0.0879206432981258
rftl_s,2,0.3,2.0,44,0.0643041871141209
rftl_s,2,0.3,2.0,45,0.045779188281714366
rftl_s,2,0.3,2.0,46,0.04896796020388456
rftl_s,2,0.3,2.0,47,0.08683111322265903
