repeat,method,noise_mult,pi_s,rank,mape,aic,rss,beta_ranks,beta_dim
0,baseline,2,0.3,"[8, 8, 9]",1.09741351122761,448.3782739300428,26.389632697356284,"(6, 6, 7)",252.0
0,baseline,2,0.3,"[9, 9, 11]",0.948667664418635,628.6998205036427,22.835819679100812,"(7, 7, 9)",441.0
0,baseline,2,0.3,"[10, 10, 11]",1.1700971736700025,781.4006517034844,30.67181623707723,"(8, 8, 9)",576.0
0,baseline,10,0.1,"[2, 2, 3]",0.06697823547553401,-131.94324463680036,0.0970637392494868,"(2, 2, 2)",8.0
0,baseline,10,0.1,"[3, 3, 4]",0.05074281355261625,-164.8352993260846,0.047489103760699494,"(2, 3, 3)",18.0
0,baseline,10,0.1,"[4, 4, 5]",0.055385693219428815,-136.7456253051419,0.05618565773560724,"(3, 3, 4)",36.0
0,baseline,10,0.1,"[5, 5, 6]",0.09929842262187524,-16.77486902797321,0.19930589298231355,"(4, 4, 5)",80.0
0,baseline,10,0.1,"[6, 6, 7]",0.2010844222768607,128.0883198394784,0.6940615252255531,"(5, 5, 6)",150.0
0,baseline,10,0.1,"[7, 7, 9]",0.5219906568488385,352.51199955433276,5.339862975222646,"(6, 6, 7)",252.0
0,baseline,10,0.1,"[8, 8, 9]",2.0929823290951246,623.4951877178621,107.22396688081736,"(7, 7, 7)",343.0
0,baseline,10,0.1,"[9, 9, 11]",1.7506230377115732,689.4639747323549,62.86982038973744,"(7, 7, 9)",441.0
0,baseline,10,0.1,"[10, 10, 11]",0.9947789536048747,751.5695478466777,18.655838078000603,"(8, 8, 9)",576.0
0,baseline,10,0.3,"[2, 2, 3]",0.07624532470627052,-124.01754823693028,0.11077075643294484,"(2, 2, 2)",8.0
0,baseline,10,0.3,"[3, 3, 4]",0.06650588266424605,-129.5558928190289,0.08549777897160268,"(2, 3, 3)",18.0
0,baseline,10,0.3,"[4, 4, 5]",0.051791950976921804,-142.85153225090374,0.05074922810912128,"(3, 3, 4)",36.0
0,baseline,10,0.3,"[5, 5, 6]",2.129475902922035,373.01287203743294,94.65271235783621,"(4, 5, 5)",100.0
0,baseline,10,0.3,"[6, 6, 7]",0.13335438105380484,77.9705227216096,0.3010462751610491,"(5, 5, 6)",150.0
0,baseline,10,0.3,"[7, 7, 9]",0.2679196818948591,271.66433382144913,1.3878265593333183,"(6, 6, 7)",252.0
0,baseline,10,0.3,"[8, 8, 9]",0.46730798428047626,331.30237578380036,3.7498140911622553,"(6, 6, 7)",252.0
0,baseline,10,0.3,"[9, 9, 11]",1.070496265700754,699.5465945350941,26.026360997793653,"(8, 7, 9)",504.0
0,baseline,10,0.3,"[10, 10, 11]",0.5139457605217121,671.8921894689838,4.944140597795149,"(8, 8, 9)",576.0
1,clean,0,0.0,"[2, 2, 3]",0.12153288401780689,-69.34959930399785,0.25773414912491344,"(2, 2, 3)",12.0
1,clean,0,0.0,"[3, 3, 4]",0.08054298134358796,-100.17632576036743,0.120078998815256,"(3, 3, 3)",27.0
1,clean,0,0.0,"[4, 4, 5]",0.0785056835107325,-119.36236911743387,0.10132999421385583,"(3, 3, 2)",18.0
1,clean,0,0.0,"[5, 5, 6]",0.3256165736061268,117.08652808769483,1.8554157621065748,"(4, 4, 5)",80.0
