method,mode,pi_s,huber_k,repeat,selected_rank,mape,median,q25,q75,mape_user0,median_user0,mape_user1,median_user1,mape_user2,median_user2,value
baseline,stripe,0.3,,3,"[3, 3, 4]",0.058176149411762315,0.0544376491160035,0.029328448009618945,0.08196691977994665,0.06343455111175167,0.05748406563687568,0.06227745269853128,0.05484006456227723,0.048816444425003984,0.03874602191222915,
baseline,stripe,0.3,,4,"[4, 4, 5]",0.060678184739369465,0.053788437934604805,0.030835095673295444,0.0782647718127166,0.06392289092579956,0.053788437934604805,0.04743440982680597,0.048227595028144166,0.07067725346550285,0.05494729782245922,
rftl_s_prec,stripe,0.3,3.0,0,,,,,,,,,,,,0.0
rftl_s_prec,stripe,0.3,3.0,1,,,,,,,,,,,,0.0
rftl_s_prec,stripe,0.3,3.0,2,,,,,,,,,,,,0.0
rftl_s_prec,stripe,0.3,3.0,3,,,,,,,,,,,,0.0
rftl_s_prec,stripe,0.3,3.0,4,,,,,,,,,,,,0.0
rftl_s_rec,stripe,0.3,3.0,0,,,,,,,,,,,,0.0
rftl_s_rec,stripe,0.3,3.0,1,,,,,,,,,,,,0.0
rftl_s_rec,stripe,0.3,3.0,2,,,,,,,,,,,,0.0
rftl_s_rec,stripe,0.3,3.0,3,,,,,,,,,,,,0.0
rftl_s_rec,stripe,0.3,3.0,4,,,,,,,,,,,,0.0
rftl_s,stripe,0.3,3.0,0,"[3, 3, 4]",0.08295045510415185,0.06487522518399826,0.034814377473130036,0.11508302566817047,0.07006234982238499,0.06670803143520601,0.0886059967304377,0.06199905369133639,0.09018301875963283,0.06555975970172756,
rftl_s,stripe,0.3,3.0,1,"[3, 3, 4]",0.07186521303945567,0.05876777575128626,0.029255376131634963,0.10088188841656312,0.06915526496997784,0.0530718268048859,0.0833341516335371,0.08358198507740255,0.06310622251485204,0.06396894664122682,
rftl_s,stripe,0.3,3.0,2,"[3, 3, 4]",0.09720415750899213,0.0867873884165666,0.04347341658544635,0.13794804165116864,0.10585982634505524,0.11323070130951293,0.09206019001186619,0.08060563490352127,0.09369245617005496,0.0780538599006182,
rftl_s,stripe,0.3,3.0,3,"[2, 2, 3]",0.059632952124549755,0.05124873172015984,0.027160822677865244,0.09187802625086972,0.058976946858654566,0.05745286382030115,0.0596213944928873,0.05407146534928828,0.060300515022107384,0.047434966478989427,
rftl_s,stripe,0.3,3.0,4,"[3, 3, 4]",0.07212606858011641,0.05281429577190633,0.031364956705212214,0.09506464644101391,0.04935497302817159,0.040396681782585,0.09052303409209482,0.0766794681634829,0.07650019862008284,0.06542090601235763,
oracle,stripe,1.0,,0,"[5, 5, 6]",0.35151218013280405,0.20083123600184288,0.12186356507255491,0.7417516216175027,0.7460237800066202,0.7753077101849801,0.14532423182985782,0.13453281620902288,0.16318852856193422,0.16094280219788928,
